name,genre,director,country,year
Париж. Город мёртвых,фильм ужасов,Джон Эрик Даудл,США,2014
Париж. Почему Маяковский?..,документальный фильм,Виктор Лисакович,СССР,1981
"Парижанка (фильм, 1923)",драма,Чарльз Чаплин,США,1923
"Парижанка (фильм, 1957)",комедия,Мишель Буарон,Франция,1957
Парижская драма,"драма, криминал",Николай Мащенко,СССР,1983
Парижская любовь,мелодрама,Луи Ганье,США,1925
Парижские связи,"триллер, детектив",Харли Коклисс,Великобритания,2010
Парижская любовь Кости Гуманкова,комедия,Константин Одегов,Россия,2004
Парижские воробьи,драма,Морис Клош,Франция,1952
Парижские тайны (фильм),"приключенческий фильм, боевик, экранизация",Андре Юнебель,"Франция, Италия",1962
Парижский отсчёт,Триллер,Эдгар Мари,"Франция, Бельгия",2013
Парижский сапожник,"мелодрама, драма",Фридрих Эрмлер,СССР,1927
Парикмахерская (фильм),"комедия, драма",Тим Стори,США,2002
"Пария (фильм, 1967)","драма, экранизация",Михаэль Ферхёвен,ФРГ,1967
Парикмахерская 3,"комедия, драма",Малкольм Д. Ли,США,2016
Парикмахерша и чудовище,"драма, комедия",Кен Куопис,США,1997
"Парк (фильм, 1983)",драма,Расим Оджагов,СССР,1983
"Пария (фильм, 1969)",криминальный боевик,Клод Карлье,"Франция, Испания",1969
"Пария (фильм, 1998)",драма,Рэндольф Крет,США,1998
"Парк (фильм, 2006)","комедия, драма",Курт Воелькер,США,2006
Парк советского периода,"приключения, комедия",Юлий Гусман,Россия,2006
Парк Горького (фильм),"детектив, драма, экранизация",Майкл Эптед,США,1983
Парк юрского периода III,"научно-фантастический, боевик, приключения",Джо Джонстон,США,2001
Парк культуры и отдыха (фильм),"комедия, мелодрама",Грег Моттола,США,2009
Парк наказаний,"драма, триллер, псевдодокументальный",Питер Уоткинс,США,1971
Паркер (фильм),"криминал, триллер, боевик",Тэйлор Хэкфорд,США,2013
Парк юрского периода (фильм),"научно-фантастический, боевик, приключения",Стивен Спилберг,"США, 4, 5",1993
Парклэнд,"биографический, триллер, детектив",Питер Ландесман,США,2013
Парковка (фильм),"фильм ужасов, триллер",Франк Кальфун,США,2007
Пармская обитель (фильм),"историческая драма, экранизация",Кристиан-Жак,"Франция, Италия",1948
Парни (фильм),мелодрама,Стэйси Кохрэн,США,1996
"Парни в группе (фильм, 2020)",драма,Джо Мантелло,"США, Канада",2020
"Парни в группе (фильм, 1970)",драматический фильм,Уильям Фридкин,США,1970
Парк юрского периода: Затерянный мир,"научно-фантастический, боевик, приключения",Стивен Спилберг,США,1997
Парни в лодке (фильм),драма,Джордж Клуни,США,2023
Парни в песке,порнографический фильм,Вэйкфильд Пул,"США, 1",1971
Парни в синей форме,боевик,Джеймс Уильям Гуэрсио,США,1973
Парни из женской общаги,комедия,Уоллес Володарски,США,2002
Парни и куколки (фильм),"мюзикл, мелодрама, комедия",Джозеф Манкевич,США,1955
Парни из Эссекса,"Триллер, криминальный фильм, драма",Терри Уинзор,Великобритания,2000
Парни из Джерси (фильм),"музыкальный фильм, биографический фильм, драма",Клинт Иствуд,США,2014
Парни музкоманды,комедия,"Генрих Малян, Генрих Маркарян",СССР,1960
Парни как особая культура,"драма, мелодрама",К. Аллан Брока,США,2006
Парни кунг-фу,боевик,Лау Кавин,Гонконг,1977
Парни не плачут,"биография, драма, криминал",Кимберли Пирс,США,1999
Парни нашей улицы,"драма, комедия",Тофик Исмайлов,"СССР, Азербайджанская ССР",1973
"Парни не плачут (фильм, Польша)",комедия,Олаф Любашенко,Польша,1999
Парни одной деревни,драма,Юри Мюйр,СССР,1961
Парни со стволами,"фильм-биография, военный, комедия",Тодд Филлипс,США,2016
Парни побоку,комедия-драма,Герберт Росс,США,1995
Парни что надо,"историческая, драма, приключения",Филип Кауфман,США,1983
Парни с мётлами,"комедия, мелодрама, драма, спорт",Пол Гросс,Канада,2002
Парни с отрезанными рукавами,Кинокомедия,Рэй Енг,"Великобритания, Гонконг",2006
Пароль — «Отель Регина»,приключения,"Юлдаш Агзамов, Зиновий Ройзман",СССР,1983
Парниковый эксперимент,Триллер,Филипп Мартинес,США,2009
Парниковый эффект (фильм),"драма, мелодрама",Валерий Ахадов,Россия,2005
Пароль «Рыба-меч»,"триллер, боевик, криминальный фильм",Доминик Сена,"США, Австралия",2001
Пароль знали двое,"драма, шпионский фильм",Николай Ли́тус,СССР,1985
Парный удар,"Боевик, приключение",Аарон Норрис,США,1992
Пароль не нужен (фильм),приключения,Борис Григорьев,СССР,1967
Пароходный Билл — младший,"кинокомедия, драма, мелодрама, боевик","Чарльз Рейснер, Бастер Китон",США,1928
Партенопа (фильм),"драма, фильм о взрослении",Паоло Соррентино,"Италия, Франция",2024
Пароль «Корн»,шпионский детектив,Вальдемар Подгурский,Польша,1968
"Пароход, плывущий по течению","комедия, мелодрама",Джон Форд,США,1935
Партизанская искра (фильм),драма,"Алексей Маслюков, Мечислава Маевская",СССР,1957
Партийный билет (фильм),"драма, криминальный фильм, подростковый фильм",Иван Пырьев,СССР,1936
Партизанский отряд (фильм),драма,Хисен Хакани,НСРА,1969
Партизанская эскадрилья,"военная, драма",Хайрудин Крвавац,Югославия,1979
Партизаны в степях Украины,"военный, драма",Игорь Савченко,СССР,1942
"Партнёр (фильм, 1968)",драма,Бернардо Бертолуччи,Италия,1968
Парфюмер. История одного убийцы (фильм),"драма, криминальный фильм",Том Тыквер,"Германия, Франция, Испания, США",2006
Паруса (фильм),Genre,Имантс Кренбергс,СССР,1977
Паршивые овцы,"комедия, фильм-триллер",Director,"Великобритания, США",2025
Паруса моего детства,"детский, приключения,",Леонид Мартынюк,СССР,1981
"Партнёр (фильм, 2007)",комедия,Дэвид Дхаван,Индия,2007
"Паршивая овца (фильм, 2006)",комедийный фильм ужасов,Джонатан Кинг,Новая Зеландия,2006
Пасека (фильм),антиутопический фильм,"Андрей Кагадеев, Николай Копейкин",Россия,2002
Пары (фильм),комедия,"Марио Моничелли, Альберто Сорди, Витторио Де Сика",Италия,1970
Паспорт в Париж,"комедия, семейный фильм",Алан Меттер,США,1999
Пассажир (фильм),"боевик, триллер",Жауме Кольет-Серра,"США, Великобритания",2018
Паскуалино «Семь красоток»,"комедийная драма, драма",Лина Вертмюллер,Италия,1975
Паспорт (фильм),комедийная драма,Георгий Данелия,"СССР, Австрия, Израиль, Франция",1990
Пассажир с «Экватора»,"драма, детский, приключение",Александр Курочкин,СССР,1968
Пассажир 57,боевик,Кевин Хукс,США,1992
"Пассажирка (фильм, 2008)",мелодрама,Станислав Говорухин,Россия,2008
Пассажир дождя,детектив,Рене Клеман,"Франция, Италия",1970
"Пассажиры (фильм, 2008)","драма, триллер, детектив",Родриго Гарсиа,США,2008
"Пассажирка (фильм, 1963)",психологическая драма,"Анджей Мунк, Витольд Лесевич",Польша,1963
"Пассажиры (фильм, 2016)","научная фантастика, романтическая драма",Мортен Тильдум,США,2016
Паства (фильм),"криминальный фильм, детектив, драма, триллер",Эндрю Лау,США,2007
"Пассажиры (фильм, 1977)",драма,Серж Леруа,"Франция, Италия",1977
Пассажиры ночи,драма,Микаэль Эрс,Франция,2022
Пастор Браун,драма,Рокмонд Данбар,США,2009
Пастор Шепард,"драма, комедия",Эдвин Л. Маршалл,США,2010
"Пастер (фильм, 1935)",драма,Саша Гитри,Франция,1935
Пастораль (фильм),драма,Отар Иоселиани,СССР,1976
Пастораль 1943,"драма, военный фильм",Вим Верстаппен,Нидерланды,1978
Пасторальная симфония (фильм),драма,Жан Деланнуа,Франция,1946
Пастух (фильм),"драма, экранизация",Искра Бабич,СССР,1957
"Пастырь (фильм, 2011)","боевик, триллер, ужасы, антиутопия, постапокалиптика",Скотт Стюарт,США,2011
Пастушок из долины,киноповесть,Франтишек Влачил,Чехословакия,1983
Пастух и царь,драма,Александр Ледащев,СССР,1935
Патерсон (фильм),драма,Джим Джармуш,США,2016
Пасть волка,"драма, документальный",Пьетро Марчелло,Италия,2009
Пасхальный парад,Музыкальный фильм,Чарльз Уолтерс,США,1948
Патология (фильм),"криминал, триллер, фильм ужасов",Марк Шолерманн,США,2008
Патриарх Дамо,"боевик, биографический фильм, исторический фильм, драма",Бренди Юнь,Country,1994
"Патрик (фильм, 1978)","фильм ужасов, фантастика, триллер",Ричард Франклин,Австралия,1978
"Патрик (фильм, 2018)",комедия,Мэнди Флетчер,Великобритания,2018
"Патрик 1,5","драма, комедия",Элла Лемхаген,Швеция,2008
"Патриот (фильм, 1928)",байопик,Эрнст Любич,США,1928
"Патриот (фильм, 2000)","военный фильм, драма",Роланд Эммерих,США,2000
Патриотическая комедия,комедия,Владимир Хотиненко,"Россия, 2",1992
Патрик ещё жив,"криминальный фильм, драма, фильм ужасов",Марио Ланди,Италия,1980
Патруль (фильм),"псевдодокументальный, криминальный фильм",Дэвид Эйер,США,2012
"Патриот (фильм, 1998)","боевик, триллер",Дин Семлер,США,1998
"Патруль времени (фильм, 1994)","фантастика, боевик, мелодрама, триллер",Питер Хайамс,"США, Канада, Япония",1994
"Патруль времени (фильм, 2014)","Фантастика, триллер",Братья Спириги,Австралия,2014
Патриотвилль,комедия,Талмейдж Кули,США,2009
Патрульный 777,чёрная комедия,Мигель Дельгадо,Мексика,1978
"Патриоты (фильм, 2006)",Драма,Рашид Бушареб,Франция,2006
Патрульная машина 54,комедия,Билл Фишман,США,1994
Патруль: По законам улиц,"криминальный, боевик","Фредерик Луис Виид, Андерс Эльхольм",Дания,2020
Патси (фильм),"комедийная драма, немое кино",Кинг Видор,США,1928
Паттиги: Удар головой,"боевик, драма, комедия",Кадзуюки Идзуцу,Япония,2004
"Пауза (фильм, 1967)","драма, экранизация",Алексей Щербаков,СССР,1967
Патти Кейкс,драма,Geremy Jasper,США,2017
"Паук (фильм, 2002)","триллер, драма",Дэвид Кроненберг,"Великобритания, Канада",2002
Паттон (фильм),"военная, драма, биографический фильм",Франклин Шеффнер,США,1970
"Паук (фильм, 1992)","драма, фильм ужасов",Василий Масс,"СССР, Латвия",1992
"Паук (фильм, 1945)",Фильм нуар,Роберт Д. Уэбб,США,1945
"Паук (фильм, 2024)",боди-хоррор,Энди Чен,США,2024
"Пауки (фильм, 1919)",приключения,Фриц Ланг,Германия,1919
"Паутина (фильм, 1947)","нуар, криминальный фильм, драма, триллер",Майкл Гордон,США,1947
Паутина преступления,Фильм нуар,Натан Юран,США,1955
Паутина лжи,"драма, мелодрама",Сидни Поллак,США,1999
Паучий лес,"фильм ужасов, драматический фильм",Сон Иль Гон,Республика Корея,2004
Паутина Шарлотты (фильм),"комедия, семейный фильм, фэнтези",Гари Виник,"Германия, США",2006
"Пацаны (фильм, 1983)",драма,Динара Асанова,СССР,1983
Паучьи лилии,Мелодрама,Зеро Чжоу Мэйлин,Китайская Республика,2007
Паучиха,детектив,Рой Уильям Нил,США,1943
Пацан против всех,"боевик, научно-фантастический фильм, антиутопия",Moritz Mohr,"Германия, ЮАР, США",2023
Пациент № 1,"драма, исторический",Резо Гигинеишвили,Россия,2023
"Пациенты (фильм, 2016)","комедия, драма",Фабьен Марсуд,Франция,2017
Пацифистка,драма,Миклош Янчо,"Венгрия, Италия, Франция",1970
Пачка «Казбека»,"комедия, короткометражный фильм",Рашид Атамалибеков,СССР,1958
Пашендаль: Последний бой,"драма, военный фильм",Пол Гросс,Канада,2008
Певец Варшавы,комедия,Михал Вашиньский,Польша,1934
Певец джаза,"музыкальный фильм, драма",Алан Кросланд,США,1927
Пегги Сью вышла замуж,"комедия, драма, фэнтези, музыкальный фильм, мелодрама",Фрэнсис Форд Коппола,США,1986
Певец на свадьбе,"романтическая комедия, Рок-музыка, Поп, Синти-поп, Рок-музыка, Поп, Синти-поп",Фрэнк Корачи,США,1998
Певица на всю голову,"романтический фильм, комедия",Бен Луин,"Австралия, США, Великобритания",2020
Педагогическая поэма (фильм),драма,"Алексей Маслюков, Мечислава Маевская",СССР,1955
Певичка (фильм),драма,Альфредо Джаннетти,Италия,1970
Пейзаж в тумане,драма,Теодорос Ангелопулос,"Греция, Франция, Италия",1988
"Пегий пёс, бегущий краем моря (фильм)",драма,Карен Геворкян,"СССР, Германия",1990
"Педро (фильм, 1938)",Genre,Director,СССР,1938
Педикаб,драма,Паоло Виллалуна,Филиппины,2016
Пейзаж после битвы,драма,Анджей Вайда,Польша,1970
"Пекло (фильм, 2007)","научная фантастика, драма, триллер, приключения",Дэнни Бойл,Великобритания,2007
Пейзаж с тремя купальщицами,драма,Валерий Рубинчик,Россия,1995
Пекинская блондинка,"приключенческий фильм, комедия, драма",Николас Гесснер,"Франция, Италия, Германия",1967
Пекарь императора — Император пекарей,"кинокомедия, фильм-сказка",Мартин Фрич,Чехословакия,1951
Пеле навсегда,документальный фильм,Анибал Массаини Нето,Бразилия,2004
Пелагия и белый бульдог (фильм),Детективный фильм,Юрий Мороз,Россия,2009
Пеликан (фильм),"комедия, семейный",Оливье Орле,"Франция, Греция",2011
Пеле: Рождение легенды,"фильм-биография, спортивная драма",Джефф Цимбалист,США,2016
Пена (фильм),"комедия, сатира",Александр Стефанович,СССР,1979
Пелле-завоеватель,драма,Билле Аугуст,"Дания, Швеция",1987
"Пена дней (фильм, 1968)",комедийная драма,Шарль Белмон,Франция,1968
"Пена дней (фильм, 2013)","комедия, драма, фэнтези, мелодрама",Мишель Гондри,"Франция, Бельгия",2013
Пендаль привидению,"комедия, боевик, фильм ужасов","Саммо Хун, Кори Юнь, Эрик Цан",Гонконг,1992
Пенная ванна (мультфильм),музыкальный фильм,Дьёрдь Коваснаи,Венгрия,1981
"Пенн и Теллер: Сделай так, чтоб тебя убили",комедия,Артур Пенн,США,1989
Пенелопа (фильм),"комедия, фэнтези",Марк Палански,"Великобритания, США",2006
Пенни и дело Поунолла,детектив,Слим Хэнд,Великобритания,1948
Пентхаус с видом на север,"драма, триллер",Джозеф Рубен,"США, Канада",2013
"Пепел (фильм, 2025)","фильм ужасов, научно-фантастический фильм",Flying Lotus,США,2025
Пеп устанавливают закон,комедия,Рауль Андре,Франция,1955
Пепе ле Моко,Криминальная драма,Жюльен Дювивье,Франция,1937
Пепе (фильм),драма,Нельсон Карло де Лос Сантос Ариас,"Доминиканская Республика, Намибия, Германия, Франция",2024
Пепел (фильм),драма,Анджей Вайда,Польша,1965
"Пепи, Люси, Бом и остальные девушки","комедия, приключения",Педро Альмодовар,Испания,1980
"Пеппи Длинныйчулок (фильм, 1984)","музыкальная, трагикомедия, семейный фильм, сказка",Маргарита Микаэлян,СССР,1984
Пепел и алмаз,драма,Анджей Вайда,Польша,1958
Пепел на снегу,драма,Мариус А. Маркявичюс,Country,2018
Первая Бастилия,биографический фильм,Михаил Ершов,СССР,1965
Пер Гюнт (телефильм),драма,Уве Янсон,Германия,2006
Пер-р-рвокурсница,"мелодрама, комедия",Юрий Рогозин,"Украина, Россия",2001
"Первая встреча, последняя встреча",детективный фильм,Виталий Мельников,СССР,1987
Первая дочь (фильм Фореста Уитакера),"комедия, драма, мелодрама",Форест Уитакер,США,2004
Первая ведьма: Реинкарнация,сверхъестественный фильм ужасов,Тавиват Вантха,Таиланд,2023
Первая дуэль,Историческая драма,Венсан Перес,Франция,2023
"Первая конная (фильм, 1941)","историко-революционный фильм, военный фильм","Ефим Дзиган, Георгий Березко",СССР,1941
"Первая дочь (фильм, 1999)","комедия, триллер",Арманд Масторойанни,США,1999
Первая ласточка (фильм),комедия,Нана Мчедлидзе,СССР,1975
Первая дочь (фильм Энди Кедиффа),"комедия, мелодрама",Энди Кэдифф,"США, Великобритания",2004
"Первая конная (фильм, 1984)","военно, историческая, драма",Владимир Любомудров,СССР,1984
Первая корова,драма,Келли Райхардт,США,2019
"Первая любовь (фильм, 1995)","драма, экранизация",Роман Балаян,"Россия, Германия",1995
"Первая любовь (фильм, 1968)",Мелодрама,Василий Ордынский,СССР,1968
"Первая леди (фильм, 1953)","историко, биографическая, драма",Генри Левин,США,1953
"Первая любовь (фильм, 1970)","мелодрама, экранизация",Максимилиан Шелл,"ФРГ, Швейцария",1970
"Первая любовь (фильм, 2001)",драма,Реверж Ансельмо,"США, Великобритания",2001
"Первая любовь (фильм, 2006, Турция)","драма, комедия",Нихат Дурак,Турция,2006
"Первая любовь (фильм, 2009)","мюзикл, комедия, мелодрама",Егор Дружинин,Россия,2009
Первая орбита,Документальный,Кристофер Райли,Великобритания,2011
Первая ночь покоя,драма,Валерио Дзурлини,"Италия, Франция",1972
Первая перчатка,комедия,Андрей Фролов,СССР,1946
Первая сила,"мистический криминальный триллер, фильм ужасов",Роберт Ресникофф,США,1990
"Первая полоса (фильм, 1931)",эксцентрическая комедия,Льюис Майлстоун,США,1931
Первобытный страх (фильм),триллер,Грегори Хоблит,США,1996
"Первая полоса (фильм, 1974)",Комедия,Билли Уайлдер,США,1974
Первое воскресенье,комедия,Дэвид Е. Талберт,США,2008
Первенец (фильм),"драма, триллер, ужасы",Исаак Вэбб,США,2007
Первобытное зло,"приключенческий боевик, ужасов",Майкл Кэтлман,США,2007
"Первое лето (фильм, 1974)","драма, экранизация",Армида Неретниеце,СССР,1974
Первой по росе прошла красавица,новелла,Виталий Дудин,СССР,1979
Первое свидание (фильм),мелодрама,Искра Бабич,СССР,1960
Первоклассница,"детский, фильм",Илья Фрэз,СССР,1948
Первое очарование,"драма, фильм-триллер",Ашутош Говарикер,Индия,1993
"Первокурсник (фильм, 1990)",комедия,Эндрю Бергман,США,1990
Первому игроку приготовиться (фильм),"научная фантастика, боевик",Стивен Спилберг,США,2018
Первоклассный товар,гангстерский фильм,Майкл Ритчи,США,1972
"Первопроходец (фильм, 2013)",триллер,Эрик Шёлдбьерг,"Норвегия, Швеция, Франция, Германия, Исландия",2013
"Первокурсник (фильм, 1925)",комедия,"Фред Ньюмайер, Сэм Тейлор",США,1925
Первороссияне,"драма, экранизация","Александр Иванов, Евгений Шифферс",СССР,1967
Первопечатник Иван Фёдоров (фильм),"Историческое кино, Биографии",Григорий Левкоев,СССР,1941
Первоцвет (фильм),драма,Виктор Жилко,СССР,1986
Первые испытания,драма,Владимир Корш-Саблин,СССР,1961
"Первые (фильм, 2018)","драма, приключения",Дмитрий Суворов,Россия,2018
Первые на Луне,"псевдодокументальный, научно-фантастический фильм",Алексей Федорченко,Россия,2005
"Первые радости (фильм, 1956)",кинороман,Владимир Басов,СССР,1956
"Первые радости (фильм, 1977)",мелодрама,Григорий Никулин,СССР,1977
"Первые люди на Луне (фильм, 1964)","приключенческий фильм, фантастика",Натан Юран,Великобритания,1964
Первый встречный,"мелодрама, комедия, мюзикл",Кэт Койро,США,2022
Первый король Рима,пеплум,Маттео Ровере,"Италия, Бельгия",2019
Первый корнет Стрешнев,"исторический фильм, драма, военный","Ефим Дзиган, Михаил Чиаурели",СССР,1928
Первый дома,"мюзикл, драма, мелодрама, комедия",Олег Гусев,Россия,2006
Первый день мира,военная драма,Яков Сегель,СССР,1959
Первый мститель: Другая война,"супергероика, приключения, боевик, научная фантастика, триллер","Энтони Руссо, Джо Руссо",США,2014
Первый мститель,"супергероика, боевик, приключения, военный фильм, альтернативная история",Джо Джонстон,США,2011
Первый мститель: Противостояние,"супергероика, боевик, научная фантастика, приключения","Энтони Руссо, Джо Руссо","США, Германия",2016
Первый курьер,исторический фильм,Владимир Янчев,"СССР, Болгария",1968
Первый мяч (фильм),драма,Николай Розанцев,СССР,1962
Первый Оскар,"военный, драма, история",Сергей Мокрицкий,Россия,2022
"Первый парень (фильм, 1958)",комедия,Сергей Параджанов,СССР,1958
"Первый номер (фильм, 2017)",драма,Тони Маршалл,Франция,2017
Первый посетитель,"драма, комедия",Леонид Квинихидзе,СССР,1965
"Первый парень (фильм, 1986)",драма,Аркадий Сиренко,СССР,1986
Первый после Бога,"военный фильм, драма",Василий Чигинский,Россия,2005
Первый рейс,"мелодрама, драма, киноповесть",Аян Шахмалиева,СССР,1976
Первый правитель,исторический,Ян Рыбковский,ПНР,1974
Первый понедельник октября,"драма, комедия",Рональд Ним,США,1981
Первый рыцарь,приключенческий фильм,Джерри Цукер,США,1995
Первый рыцарь при дворе короля Артура,комедия,Майкл Готтлиб,США,1995
Первый рейс к звёздам,научно-популярный,"Дмитрий Боголепов, Илья Копалин",СССР,1961
Первый свет (фильм),"драма, военный фильм, биография",Мэттью Уайтман,Великобритания,2010
Первый смертный грех,триллер,Брайан Дж. Хаттон,США,1980
"Первый снег (фильм, 1964)","военный фильм, драма","Юрий Швырёв, Борис Григорьев",СССР,1964
Первый троллейбус,мелодрама,Исидор Анненский,СССР,1963
"Первый снег (фильм, 2021)",комедийная драма,Наталия Кончаловская,Россия,2021
Первый старт,драма,Леонард Бучковский,Польша,1950
Первый учитель (фильм),драма,Андрей Михалков-Кончаловский,СССР,1965
Первый фильм о Палестине,немое кино,Мюррей Розенберг,Палестина в составе Османской империи,1911
"Первый экзамен (фильм, 1958)",киноповесть,Хангельды Агаханов,СССР,1958
Первый эшелон,Мелодрама,Михаил Калатозов,СССР,1955
Первый удар (фильм),"боевик, комедия, криминальный фильм, триллер",Стэнли Тонг,Гонконг,1996
Первый этаж (фильм),драма,Игорь Минаев,СССР,1990
"Перевал (фильм, 1961)",драма,Алексей Сахаров,СССР,1961
Пердита Дуранго,музыка к фильму,Алекс де ла Иглесиа,"Мексика, США, Испания",1997
"Первый, последний","комедийная драма, драма",Були Ланнерс,"Франция, Бельгия",2016
Перебежчик Симас Кудирка,драма,Дэвид Лоуэлл Рич,Country,1978
Перевал Великого Будды,тямбара,Кэндзи Мисуми,Япония,1960
Перевал Великого Будды: Бог-Дракон,тямбара,Кэндзи Мисуми,Япония,1960
Перевал Брейкхарт,"вестерн, драма, боевик",Том Грайз,США,1975
Перевал разбитых сердец,боевик,Клинт Иствуд,США,1986
Перевал Кассандры,Фильм-катастрофа,Джордж Пан Косматос,"Великобритания, США",1976
Переводчик (фильм),"боевик, триллер, военная драма",Гай Ричи,"США, Великобритания, Испания",2023
Перевал Номуги,фильм-драма,Сацуо Ямамото,Япония,1979
Перевод с английского,Genre,Инесса Селезнёва,СССР,1972
Перевёртыши (фильм),"драмедия, гротеск, роуд-муви",Тодд Солондз,США,2004
Перевозчик (фильм),боевик,Луи Летеррье,"Франция, США",2002
Перевозчик 2,боевик,Луи Летеррье,"США, Франция",2005
Перевозчик 3,"боевик, приключенческий фильм, криминальный фильм, триллер",Оливье Мегатон,"Франция, США",2008
Перевозчик: Наследие,"боевик, триллер",Камиль Деламарр,Франция,2015
"Переводчики (фильм, 2019)","триллер, детектив",Режис Руансар,"Франция, Бельгия",2019
Переводчица (фильм),"драма, триллер, детектив",Сидни Поллак,"США, Франция, Великобритания, Германия",2005
Переговорщик,боевик,Феликс Гэри Грей,"США, Германия",1998
Перевоплощённый,Документальное кино,Andy Capper,США,2012
Перегон (фильм),драма,Александр Рогожкин,Россия,2006
Переворот по инструкции 107,Genre,Загид Сабитов,СССР,1982
Перед закрытой дверью,драма,Расим Оджагов,"СССР, Азербайджанская ССР",1981
Перед классом,Документальная драма,Питер Уэрнер,США,2008
Перед закатом,"драма, мелодрама",Ричард Линклейтер,США,2004
Перед дождём (фильм),"драма, военный фильм",Мильчо Манчевски,"Северная Македония, Франция, Великобритания",1994
"Перед рассветом (фильм, 1953)",фильм-драма,Кодзабуро Ёсимура,Япония,1953
Перед полуночью,мелодрама,Ричард Линклейтер,США,2013
Перед потопом (фильм),драма,Андре Кайат,"Франция, Италия",1954
"Перед рассветом (фильм, 1995)",мелодрама,Ричард Линклейтер,"США, Австрия",1995
"Перед рассветом (фильм, 1961)","драма, экранизация",Григорий Мелик-Авакян,СССР,1961
"Перед рассветом (фильм, 1989)",боевик,Ярополк Лапшин,СССР,1989
"Перед самым рассветом (фильм, 1946)",Детектив,Уильям Касл,США,1946
Перед революцией,"драма, мелодрама",Бернардо Бертолуччи,Италия,1964
Перед судом истории,Документальный фильм,Фридрих Эрмлер,СССР,1964
"Перед тем, как наступит зима","комедия, драма",Джей Ли Томпсон,Великобритания,1969
"Перед тем, как опустится ночь","Криминальная, психологическая драма",Клод Шаброль,"Франция, Италия",1971
Передай патроны,комедия,Дэвид Биэрд,США,1988
Передать по наследству,комедия,Боб Кларк,США,1994
Передай привет Брод-стрит,музыкальный фильм,Питер Уэбб,Великобритания,1984
"Переезд (фильм, 1988)",комедия,Алан Меттер,США,1988
Пережить желание,драма,Хэл Хартли,США,1991
Пережить Рождество,"комедия, мелодрама",Майк Митчелл,США,2004
Перезагрузка Кикайдера,"научная фантастика, токусацу",Тэн Симояма,Япония,2014
Перекличка (фильм),драма,Даниил Храбровицкий,СССР,1965
Переключая каналы,комедия,Тед Котчефф,США,1988
"Перекрёстки (фильм, 1942)","Детективная мелодрама, Триллер",Джек Конуэй,США,1942
"Перекрёстки (фильм, 2002)","приключенческий фильм, комедия, драма, поп",Тамра Дэвис,"США, США",2002
Перекрёстная ловушка,криминал,Роберт Хартфорд-Дэвис,Великобритания,1962
"Перекрёстный огонь (фильм, 1947)","нуар, детектив",Эдвард Дмитрык,США,1947
"Перекрёстный огонь (фильм, 2014)","боевик, триллер, драма",Крис Бринкер,США,2014
"Перекрёсток (фильм, 1928)",драма,Тэйноскэ Кинугаса,Япония,1928
"Перекрёстный огонь (фильм, 2021)",боевик,Бенни Чан,Гонконг,2021
"Перекрёсток (фильм, 1962)",драма,Шакен Айманов,СССР,1962
"Перекрёсток (фильм, 1986)","музыкальный фильм, драма, мелодрама",Уолтер Хилл,США,1986
"Перекрёсток (фильм, 1993)",драма,Лори Макиннес,Австралия,1993
Перекрёсток Делэнси,комедия,Джоэн Силвер,США,1988
Перекрёсток Миллера,"гангстерская, драма",Джоэл Коэн,США,1990
"Перекрёсток (фильм, 1998)","мелодрама, комедия, рок, русский шансон",Дмитрий Астрахан,"Россия, Беларусь",1998
"Перелом (фильм, 2007)","триллер, драма, детектив",Грегори Хоблит,"США, Германия",2007
"Перелом (фильм, 2019)",психологический триллер,Брэд Андерсон,США,2019
Перелётные птицы (фильм),"криминальная, драма","Кристина Гальего, Сиро Гуэрра","Колумбия, Дания, Мексика, Германия, Швейцария, Франция",2018
Перемена участи,"детектив, драма",Кира Муратова,СССР,1987
Перелётные свиньи (фильм),драма,Сильвен Эстибаль,"Франция, Германия",2011
"Перемирие (фильм, 1997)","драма, исторический фильм, военный фильм, биографический фильм",Франческо Рози,"Франция, 9, 10, Германия, 9, Италия, 9, 6, […], Швейцария",1997
"Перелом (фильм, 2021)",драма,Катерин Корсини,Франция,2021
"Переломный момент (фильм, 1950)",нуар,Майкл Кёртис,США,1950
"Перемирие (фильм, 1974)",мелодрама,Серхио Ренан,Аргентина,1974
Перемотай это!,документальный,Джош Джонсон,США,2013
"Перемирие (фильм, 2010)",драма,Светлана Проскурина,Россия,2010
"Переполох (фильм, 1928)",кинокомедия,Александр Левшин,СССР,1928
"Переполох (фильм, 1954)",новелла,"Василий Ордынский, Яков Сегель",СССР,1954
Перемотка,комедия,Мишель Гондри,"США, Великобритания",2008
Перепись диких кроликов,Сатира,Эдуард Захариев,Болгария,1973
Переписывая Бетховена,"фильм-биография, исторический фильм, драма, музыкальный фильм",Агнешка Холланд,"Германия, США, Венгрия",2006
"Переполох (фильм, 1975)",комедия,Лана Гогоберидзе,СССР,1975
Переполох в городе жаб,"фантастика, постапокалиптика",Дональд Джексон,США,1987
"Переполох (фильм, 1981)",боевик,Макс Кливен,США,1981
Переполох в общаге,комедия,Дэвид Хилленбрэнд,США,2003
"Переполох (фильм, 1998)",драма,Энтони Дрэйзен,США,1998
Переполох в общаге 2: Семестр на море,комедия,Дэвид Хилленбрэнд,США,2006
"Переправа (фильм, 2008)",драма,Ким Тхэгюн (Kim T’ae-gyun),Южная Корея,2008
Переполох на районе,комедия,Франк Гастамбид,Франция,2012
